GEOID,prop_white,prop_black_or_african_american,prop_american_indian_and_alaska_native,prop_asian,prop_native_hawaiian_and_other_pacific_islander,prop_some_other_race,prop_multi_racial,prop_latino,land_area_sq_km,pop_density_sq_km,prop_eli,prop_hi,prop_li,prop_mi,prop_vli,prop_college,prop_high_school,prop_less_than_hs,prop_owner,prop_renter,rental_vacancy_rate,owner_vacancy_rate,prop_rural,prop_urban
06071010421,0.47134502923976607,0.20350877192982456,0,0.010693400167084378,0.006683375104427736,0,0.0404344193817878,0.2673350041771094,13.518835,442.7156629990676,0,0.5352112676056338,0.13302034428794993,0.15610328638497653,0.17566510172143976,0.24018558172733762,0.6548893647394718,0.10492505353319058,0.17918622848200313,0.8208137715179968,0.05750224618149147,0.07550644567219153,0.057123988773320124,0.9428760112266799
06071010422,0.6460834762721556,0.12006861063464837,0.02115494568324757,0.017724413950829045,0.03201829616923957,0,0.02172670097198399,0.14122355631789593,33.688856,51.91627759636599,0,0.7244732576985413,0.06969205834683954,0.04538087520259319,0.16045380875202594,0.3269230769230769,0.5480769230769231,0.125,0.47974068071312803,0.520259319286872,0.05865102639296188,0.04823151125401929,0.6443768996960486,0.3556231003039514
06071010423,0.7495244134432467,0.016804058338617627,0.02663284717818643,0.015535827520608751,0,0,0.03392517438173748,0.15757767913760304,290.392034,10.86117947712023,0,0.51414204902577,0.1923318667504714,0.15776241357636706,0.1357636706473916,0.3040265977096417,0.5644625046176579,0.1315108976727004,0.7969830295411691,0.20301697045883094,0.11748633879781421,0.03939393939393939,1,0
06071010424,0.7750521920668059,0.014613778705636743,0.013048016701461378,0,0.0036534446764091857,0,0.021920668058455117,0.17171189979123172,1678.537673,1.1414697631275625,0,0.5523255813953488,0.2127906976744186,0.08604651162790698,0.14883720930232558,0.24574540503744044,0.6085772634445201,0.1456773315180395,0.7186046511627907,0.2813953488372093,0.2389937106918239,0.01866251944012442,0.9923702950152594,0.0076297049847405905
06071010700,0.6546832966495476,0.038395695769136706,0.03203717290291025,0.004891171435558816,0,0,0.031303497187576426,0.23868916605527024,139.316509,29.350433981948257,0,0.5568531038721574,0.23601720958819913,0.12415488629379226,0.08297480024585126,0.15292841648590022,0.7151120751988431,0.13195950831525669,0.5076828518746158,0.49231714812538413,0.11295681063122924,0,0.026856240126382307,0.9731437598736177
06071010802,0.7174284493806066,0.04527979495941905,0.0051260145237078175,0,0,0,0.03289192652712516,0.1992738146091414,215.449888,21.731271449999547,0,0.7,0.12287234042553191,0.10478723404255319,0.07234042553191489,0.321165817770232,0.6146010186757216,0.0642331635540464,0.7648936170212766,0.2351063829787234,0.088659793814433,0.06925566343042071,0.21862120644436117,0.7813787935556388
06071010803,0.6824130226619853,0.004149377593360996,0.03766358123204596,0.008298755186721992,0,0.006702840727736993,0.004149377593360996,0.2566230450047877,5.825821,537.7782805204622,0,0.8139931740614335,0.06655290102389079,0.0947098976109215,0.024744027303754267,0.3406133828996282,0.5720260223048327,0.08736059479553904,0.6911262798634812,0.30887372013651876,0.034666666666666665,0.10299003322259136,0,1
06071010804,0.6611177170035671,0.01466508125247721,0.015457788347205707,0.028537455410225922,0,0,0.0348791121680539,0.24534284581847007,6.648782,379.4679988003818,0,0.7082035306334372,0.12149532710280374,0.05088265835929388,0.11941848390446522,0.3710227272727273,0.5482954545454546,0.08068181818181819,0.5804776739356179,0.4195223260643821,0.040380047505938245,0.08412698412698413,0,1
06071010901,0.7717822938565756,0.015884139219808455,0.010978743284279373,0.018453632328895117,0,0,0.03130109787432843,0.15160009343611305,13.142573,325.7353031251947,0,0.7304597701149426,0.09482758620689655,0.08793103448275862,0.0867816091954023,0.4090309822017139,0.4963744232036915,0.0945945945945946,0.7149425287356321,0.2850574712643678,0.07903780068728522,0.0839802399435427,0.008644991542943056,0.9913550084570569
06071010902,0.7363205514864283,0.0012925463162429987,0,0.024989228780697974,0.006462731581214994,0.00990952175786299,0.028005170185264973,0.1930202498922878,86.051095,26.972347068912953,0,0.7591743119266054,0.11123853211009174,0.03555045871559633,0.09403669724770643,0.5617505995203836,0.38788968824940045,0.050359712230215826,0.8142201834862385,0.18577981651376146,0.15625,0.09557109557109557,0.04038772213247173,0.9596122778675282
06071011001,0.5719506624029237,4.5682960255824577e-4,0.0031978072179077205,0,0,0.03471904979442668,0.053449063499314754,0.3362265874828689,8.84282,247.54546626528642,0,0.6522811344019729,0.12453760789149199,0.14919852034525277,0.07398273736128237,0.29107981220657275,0.5244802146210596,0.18443997317236754,0.562268803945746,0.43773119605425403,0.01881720430107527,0.1347248576850095,0.04769874476987448,0.9523012552301255
06071011002,0.5645901639344262,0.022950819672131147,0.007868852459016393,0.01901639344262295,0,0,0.028852459016393443,0.35672131147540986,77.819389,19.59665861678765,0,0.8696498054474708,0.07003891050583658,0.04669260700389105,0.013618677042801557,0.4618755477651183,0.4101665205959685,0.12795793163891322,0.8618677042801557,0.13813229571984437,0.12345679012345678,0.03624733475479744,0.23610280932456665,0.7638971906754334
06071011101,0.7705218187366494,0.019835215135794934,0.00549282880683552,0.046383887702166615,0,0,0.03967043027158987,0.11809581934696368,81.654928,40.13229917978741,0,0.7357755261106781,0.06625097427903351,0.08807482462977397,0.10989867498051442,0.3626511046269279,0.5769070446019174,0.060441850771154645,0.6204208885424786,0.37957911145752143,0.04133858267716536,0.097669256381798,0.09917793688676743,0.9008220631132325
06071011102,0.6581798483206934,0.03737811484290358,0,0.0314192849404117,0.01895991332611051,0,0.10130010834236186,0.15276273022751896,205.674423,8.975350328319628,0,0.7078804347826086,0.07472826086956522,0.11684782608695653,0.10054347826086957,0.30956375838926176,0.6434563758389261,0.04697986577181208,0.7907608695652174,0.20923913043478262,0,0.09907120743034056,0.24519940915805022,0.7548005908419497
06071011203,0.7178770949720671,0.002793296089385475,0.006983240223463687,0,0,0,0.002793296089385475,0.26955307262569833,5.885894,243.29354215349443,0,0.7471819645732689,0.05958132045088567,0.15619967793880837,0.037037037037037035,0.35510579576816925,0.5170193192272309,0.12787488500459981,0.6376811594202898,0.36231884057971014,0.046610169491525424,0.10176991150442478,0,1
06071011204,0.7084432717678101,0,0.021108179419525065,0.0032981530343007917,0.005277044854881266,0,0,0.26187335092348285,3.973938,381.48556922629393,0,0.7255520504731862,0.09779179810725552,0.11987381703470032,0.056782334384858045,0.526032315978456,0.46409335727109513,0.009874326750448833,0.6545741324921136,0.34542586750788645,0.17045454545454544,0.11889596602972399,0.025177025963808025,0.974822974036192
06071011205,0.6428571428571429,0.002380952380952381,0.007142857142857143,0.046031746031746035,0,0,0,0.30158730158730157,2.783714,452.6327058023921,0,0.6346153846153846,0.175,0.12692307692307692,0.06346153846153846,0.31322505800464034,0.5545243619489559,0.13225058004640372,0.49615384615384617,0.5038461538461538,0.07420494699646643,0.03007518796992481,0,1
06071011206,0.678373382624769,0.03974121996303143,0,0,0,0,0.009242144177449169,0.27264325323475047,3.5689,303.17464765053654,0,0.6452991452991453,0.1517094017094017,0.053418803418803416,0.14957264957264957,0.4455324357405141,0.4663402692778458,0.08812729498164015,0.4465811965811966,0.5534188034188035,0,0.14068441064638784,0,1
06071011300,0.8464163822525598,8.532423208191126e-4,0,0.01877133105802048,0,0,0.02303754266211604,0.11092150170648464,247.705551,4.731424044671489,0,0.754653130287648,0.05752961082910321,0.14720812182741116,0.04060913705583756,0.41139896373056994,0.56476683937823835,0.02383419689119171,0.8900169204737732,0.10998307952622674,0,0.027726432532347505,0.44176136363636365,0.5582386363636364
06071011401,0.6980423175795927,0.0019774569903104606,0.004745896776745106,0.01562191022345264,0,0,0.03579197152461934,0.24382044690527982,9.249581,546.7274679793604,0,0.7087179487179487,0.10923076923076923,0.09743589743589744,0.08461538461538462,0.2643027413587604,0.6260429082240763,0.10965435041716329,0.6164102564102564,0.38358974358974357,0.027308192457737322,0.07181467181467181,0.0034137460172963133,0.9965862539827037
