GEOID,median_outage_duration_hr,above_median_cust_affected,prop_white,prop_black_or_african_american,prop_american_indian_and_alaska_native,prop_asian,prop_native_hawaiian_and_other_pacific_islander,prop_some_other_race,prop_multi_racial,prop_latino,pop_density_sq_km,prop_eli,prop_hi,prop_li,prop_mi,prop_vli,prop_college,prop_high_school,prop_less_than_hs,prop_owner,prop_renter,rental_vacancy_rate,owner_vacancy_rate,prop_rural,prop_urban,n_outages_sq_km
06089012301,1.5,0,0.6119290298225746,0.007550018875047188,0.04794261985654964,0,0,0,0.007172517931294828,0.3254058135145338,155.8768576355299,0,0.6265597147950089,0.14260249554367202,0.10606060606060606,0.12477718360071301,0.17414634146341462,0.6317073170731707,0.19414634146341464,0.6800356506238859,0.31996434937611407,0,0,0.1799844840961986,0.8200155159038014,5.060554834524564
06089012302,1.67,0,0.8345457936952061,0,0.017720574519679164,0.004103711994030965,0,0,0.033389293042342845,0.11024062674874091,56.65207957515315,0,0.7610276296655356,0.12990790111488124,0.0838584585555017,0.025206010664081433,0.25234355206485937,0.5974157588041551,0.15024068913098557,0.8410082404265633,0.15899175957343675,0,0,0.9959633027522936,0.004036697247706422,0.9510701663428062
06089012303,1.085,0,0.8876117496807152,0.012515964240102172,0.014303959131545339,0.007151979565772669,0,0.0022988505747126436,0.01992337164750958,0.0561941251596424,52.95777850140633,0,0.7660277594183741,0.1037673496364838,0.10442828816920026,0.025776602775941838,0.3219824679703304,0.5775455158462576,0.100472016183412,0.8631857237276933,0.13681427627230666,0,0,0.6112956810631229,0.38870431893687707,1.244473977555398
06089012400,1.99,1,0.8884514435695539,0.0010498687664041995,0.016010498687664042,0.011023622047244094,7.874015748031496e-4,0,0.03727034120734908,0.04540682414698163,2.409435306161803,0,0.7391585760517799,0.10161812297734628,0.10938511326860842,0.04983818770226537,0.39631176061238693,0.5358385525400139,0.06784968684759916,0.8427184466019417,0.15728155339805824,0.039525691699604744,0.015026296018031555,1,0,0.12394995275793001
06089012500,2.415,1,0.8102279728897104,0.004313000616142945,0.033887861983980284,0.03265557609365373,0,0,0.06223043746149107,0.056685150955021565,1.333803177213348,0,0.5788005578800558,0.19525801952580196,0.12412831241283125,0.10181311018131102,0.33129770992366414,0.582442748091603,0.08625954198473282,0.7433751743375174,0.25662482566248257,0.0845771144278607,0.029143897996357013,1,0,0.06903232710161505
06089012603,3.17,1,0.8916666666666667,0.010049019607843138,0.0022058823529411764,0.015931372549019607,0,0,0.01642156862745098,0.06372549019607843,5.091533473554914,0,0.7032590051457976,0.11149228130360206,0.15265866209262435,0.032590051457975985,0.2797437461866992,0.6113483831604637,0.1089078706528371,0.8336192109777015,0.16638078902229847,0.15895953757225434,0.01982815598149372,1,0,0.4629801271296258
06089012604,1.5,0,0.8346567024754787,0.004670714619336758,0.0658570761326483,4.6707146193367583e-4,0,0,0.021018215787015414,0.0733302195235871,2.971742198951869,0,0.6912539515279241,0.12750263435194942,0.12750263435194942,0.05374077976817703,0.31938073394495414,0.5888761467889908,0.09174311926605505,0.9093782929399368,0.09062170706006323,0,0.010321100917431193,1,0,0.18460612445614133
06089012701,0.68,1,0.8561574355853114,0.006086427267194157,0.033881111787380805,0.018056400892676,0,0,0.007303712720632989,0.07851491174680462,4.907025388348052,0,0.7097844112769486,0.11663902708678828,0.08291873963515754,0.09065782200110559,0.19483219483219483,0.6225126225126225,0.18265518265518266,0.6169154228855721,0.38308457711442784,0.06351351351351352,0,0.2780054644808743,0.7219945355191257,0.04479937968668337
06089012702,0.605,0,0.8030025631636764,0,0.07543024533138044,0.0029293299157817647,0,0,0.013181984621017943,0.10545587696814354,2.114166093071704,0,0.7064137308039747,0.1002710027100271,0.11653116531165311,0.07678410117434507,0.2517039922103213,0.6742940603700097,0.07400194741966894,0.8292682926829268,0.17073170731707318,0,0.0397489539748954,1,0,0.10992734720475357
06091010000,2.15,1,0.8761092150170648,0.0020477815699658703,0.008532423208191127,0,0,0,0.0027303754266211604,0.110580204778157,1.1868620849969274,0,0.7050765511684126,0.17324738114423852,0.0854149879129734,0.0362610797743755,0.32103004291845494,0.6120171673819742,0.06695278969957082,0.8138597904915391,0.1861402095084609,0.008583690987124463,0.011741682974559686,0.9972222222222222,0.002777777777777778,0.07210288434452324
06093000500,2.67,0,0.6008381351492929,0.013095861707700367,0.14195914091147196,0.0026191723415400735,0.003143006809848088,0.001571503404924044,0.12624410686223153,0.1105290728129911,0.5981788877746906,0,0.6226635514018691,0.10397196261682243,0.1542056074766355,0.1191588785046729,0.2434036939313984,0.5738786279683378,0.18271767810026385,0.677570093457944,0.32242990654205606,0.09061488673139159,0.013605442176870748,1,0,3.133467196305346e-4
06093001200,0.5,0,0.8580106302201974,7.593014426727411e-4,0.012148823082763858,0,0,0,0.02809415337889142,0.10098709187547457,0.4127197469531935,0,0.695583596214511,0.083596214511041,0.15457413249211358,0.06624605678233439,0.2492970946579194,0.6925960637300843,0.05810684161199625,0.7823343848580442,0.21766561514195584,0.04827586206896552,0.01768172888015717,1,0,9.401360978432654e-4
06095250103,3.5,0,0.1814354450681636,0.2508019246190858,0,0.2925020048115477,0.050320769847634325,0.0032076984763432237,0.0272654370489174,0.19446672012830793,2472.578813449679,0.0617906683480454,0.6443883984867591,0.03467843631778058,0.1828499369482976,0.07629255989911728,0.3376979293544458,0.5481120584652862,0.11419001218026796,0.5794451450189155,0.42055485498108447,0.0863013698630137,0,0,1,7.435581836757254
06095250104,0.835,0,0.2994626282364436,0.07669760625305325,0.005862237420615535,0.4176844162188569,0,0.057156814851001464,0.040058622374206154,0.10307767464582315,1553.2286212914485,0.035667107001321,0.8177014531043593,0.031704095112285335,0.08982826948480846,0.02509907529722589,0.4326982175783651,0.5021511985248924,0.06515058389674247,0.655217965653897,0.34478203434610305,0.1656441717791411,0,0,1,4.552697473252902
06095250105,0.83,0,0.20636792452830188,0.07856721698113207,0.0022110849056603773,0.5269752358490566,0.007075471698113208,0,0.06235259433962264,0.1164504716981132,1967.6275383163847,0.026529738981600343,0.8296961916987591,0.03080872913992298,0.06803594351732992,0.044929396662387676,0.45513196480938417,0.45454545454545453,0.09032258064516129,0.6050492083868207,0.3949507916131793,0,0,0,1,2.6103549299598265
