GEOID,outage_duration_hr,mean_cust_affected,cust_affected_flag
06079010016,3.83,5,0
06041126100,1.99,1,0
06013392000,3.83,12,0
06085509201,5.5,1,0
06023010200,4,1,0
06079010300,2.5,2,0
06113010902,8.33,37.5,0
06039000602,2.16,1,0
06113010902,2.66,1,0
06013321103,0.33,6,0
06019005405,1.66,1,0
06001435103,1.33,1,0
06013356001,6.33,3,0
06013379000,1.83,11.5,0
06023010400,1.5,1,0
06001442500,5.83,7.5,0
06053011700,1.34,1,0
06013357000,1.17,2,0
06097153200,1,1,0
06107000100,0.34,1,0
06107000100,0.34,3,0
06053014500,1.5,1,0
06013304002,3.34,1,0
06081606200,1,1,0
06061021401,1.34,5,0
06081601000,9,1,0
06013304004,0.34,16,0
06079010901,2.52,1,0
06057000600,1.17,1,0
06081613900,4.67,74,1
06081606100,6.5,22,0
06041110100,1.17,1,0
06085506900,2.34,3,0
06041117000,1.33,1,0
06023011200,2.17,6,0
06085512602,7.33,26,0
06085512602,1.16,1,0
06097154100,8.5,106,1
06057000801,1,1,0
06079011902,4.67,1,0
06097152600,0.83,87,1
06087120200,2.35,2,0
06081613200,9.5,53,0
06013354001,8,2,0
06075025200,1,1,0
06039000506,3.66,1.5,0
06075023200,1.29,1,0
06009000122,7.12,1,0
06079012304,0.63,1,0
06081613000,3.96,50.5,0
06023001101,7.29,1371.5,1
06041119202,4.29,1,0
06019008100,2.14,1,0
06095250200,2.14,1,0
06097153901,0.12,89,1
06013338302,2.96,1,0
06041103100,3.96,18,0
06081606700,1.96,1,0
06097150303,5.17,1,0
06007001702,0.5,1,0
06087121000,0.66,1,0
06053011604,1,1,0
06103001000,2,1,0
06017030709,0.5,1,0
06079010504,1.34,1,0
06057000401,1.34,1,0
06013373000,1.17,12,0
06053011000,1.85,10,0
06053014601,2.33,1,0
06019006405,0.33,3,0
06069000100,2.67,2,0
06029002100,0.5,1,0
06097152203,0.17,1,0
06013337300,1.69,1,0
06001440301,1.18,1,0
06097153901,7.67,1,0
06053010501,2.5,1,0
06019006405,0.17,3,0
06017031100,0.17,1,0
06097154100,5.17,69.5,1
06041106002,0.66,1,0
06081613502,7.67,18,0
06081606700,0.66,1,0
06081604400,4.33,1,0
06113010401,3,2,0
06007002100,0.33,1,0
06019006403,2.5,1,0
06061021802,1.52,1,0
06081603802,4.33,1,0
06097150500,5.33,1,0
06079010102,1.5,1,0
06085504418,2.01,1,0
06079010603,1.17,1,0
06061021901,2.33,1,0
06107000100,0,2,0
06095252903,0.5,1,0
06031001200,5.66,83.5,1
06029001000,7.33,1,0
06019003600,2.85,1,0
06087120900,0.68,1,0
06011000500,3.5,1,0
06053013800,3.17,44,0
06047002100,2.85,4,0
06013367100,2.67,1,0
06029003700,7.17,15.5,0
06013338102,2.17,1,0
06081605700,3.33,7,0
06031001200,3.67,1,0
06079011701,4.5,122,1
06101051000,1.5,1,0
06081613600,2.17,1,0
06057000600,1.68,1,0
06079012304,8.67,220,1
06075030900,1.83,752,1
06095253203,0.51,1,0
06039000108,1.17,1,0
06017030603,1.51,1,0
06041112202,1,21,0
06017031503,0,1,0
06029003700,0.69,1,0
06019006405,0.69,1,0
06019006405,0.34,1,0
06047000901,0.51,1,0
06075030800,1.66,1,0
06041121100,1.82,874,1
06001410100,1.49,1,0
06087120800,0.66,1,0
06047000901,0.99,1,0
06077004902,1.66,6,0
06075030800,1.66,14.5,0
06103000300,4.32,1,0
06057000105,1.49,1,0
06097153704,1.5,1,0
06007001702,0.66,1,0
06017030603,1.33,1,0
06107000100,0.16,1,0
06013367100,0.83,1,0
06085506900,1.5,1,0
06113011002,0.83,1,0
06029004401,0.67,1,0
06061020602,2.5,1,0
06081603100,5.49,1,0
06013367100,4.17,1,0
06007001000,0.67,1,0
06019000902,1.33,1,0
06023000700,1.84,1,0
06007001000,0.98,1,0
06053013200,1.48,15,0
06085500300,0.82,1,0
06081605600,0.82,1,0
06029000910,1.31,1,0
06081603700,1.31,1,0
06039000502,0.48,1,0
06041113000,1.17,1,0
06007002100,0.67,1,0
06019002400,1.83,5,0
06055201101,1.67,2.5,0
06017030603,1.83,1,0
06007002601,0.34,1,0
06095253500,2.34,1,0
06013327000,0.67,1,0
06013346201,1.83,1,0
06097150500,5.16,7,0
06095252606,1.83,1,0
06075030800,0.67,35,0
06085511701,0.67,1,0
06017030902,1.5,2,0
06087120200,3.33,1,0
06097151309,0.49,1,0
06023010800,0.16,1,0
06017031406,1.83,1,0
06007002602,0.16,1,0
06009000210,1.33,1,0
06001409200,0.84,1,0
06081605700,0.67,1,0
06085511800,3.33,1,0
06075022600,6.67,1,0
06013362000,0.17,1,0
06019006405,0.17,1,0
06057000402,0.68,1,0
06075030400,0.51,1,0
06097150612,5,7,0
06013390100,3.5,1,0
06047002000,1.16,23,0
06001408800,0.83,1,0
06007000502,1.83,1,0
06085507001,1.5,1,0
06023010200,0,1,0
06077003110,0.33,1,0
06081607800,0.83,1,0
06047001901,0.66,1,0
06001451101,0,1,0
06001451101,0,1,0
06001451101,0,2,0
06001451101,0,1,0
06001451101,0,1,0
06075013102,1.67,1,0
06001451101,10,114,1
06075013000,1.83,56,0
06097154100,2.17,3,0
06055200301,1,1,0
06041121100,4.17,25,0
06097153901,1.33,1,0
06007001500,2.16,6,0
06097150601,0.33,1,0
06041113000,0.33,1,0
06079011704,0,73,1
06077003313,1.66,53,0
06041120000,0.66,1,0
06085506305,3.16,1,0
06057000701,1.99,1,0
06075021500,0.83,1,0
06041121100,1.66,12.5,0
06047001401,1.32,1,0
06019003104,0,40,0
06001407800,1,1,0
06061021204,0.84,1,0
06057000401,1.17,1,0
06001404502,3.83,1,0
06089011802,0.33,1,0
06001420600,0.5,1,0
06079010403,1.16,1,0
06017031302,1.34,1,0
06057000900,0,75,1
06107000100,0.67,1,0
06029004101,3.66,1,0
06057000900,0,240,1
06057000900,1.66,257,1
06001430200,1,1,0
06097150612,4.83,1,0
06019007700,0.51,1,0
06077005003,6.67,1,0
06017031503,2.5,1,0
06053000300,1.33,1,0
06075022803,1.83,1,0
06019002905,1,17,0
06085504202,0.5,1,0
06041113000,0.67,1,0
06085506801,1.82,1,0
06029003700,0.33,1,0
06029003900,3.66,1,0
06081610201,2.16,1,0
06061020402,4.83,1,0
06041104200,1.33,1,0
06095253203,0.33,1,0
06081604101,4.66,1,0
06053010501,2.16,1,0
06097154100,311.33,12,0
06019007201,1.49,1,0
06085512200,91.5,1,0
06095252904,0.83,1,0
06097150603,1,1,0
06019000400,0.83,1,0
06085507206,1.83,1,0
06029000910,1.67,1,0
06101051100,0.33,1,0
06053010501,3.17,1,0
06061020401,4.5,1,0
06077004102,1.83,1,0
06085506401,0.83,1,0
06081604600,1.66,1,0
06053000800,1.83,17,0
06007001702,1.16,2.5,0
06019003803,2.66,1,0
06055201402,0.34,3,0
06085502901,1.5,1,0
06081611300,0.5,1,0
06001407900,3.34,1,0
06085502002,2.5,1,0
06081606200,0.49,1,0
06013365002,2.49,1,0
06077003308,7.67,1,0
06081611600,0,1,0
06007002000,1.66,1,0
06001423601,1.33,1,0
06089012603,3.17,1,0
06007003300,0.17,1,0
06061020601,2.17,1,0
06001430600,0.67,1,0
06097154100,2.34,41,0
06057000402,0.17,1,0
06001406202,4.5,1,0
06097154202,0,1,0
06095253205,0.34,1,0
06085512314,0,1,0
06029002000,1.17,1,0
06001408200,1,1,0
06061020200,1.67,1,0
06041121100,1.5,12.5,0
06013360101,3.16,1,0
06001437701,4.5,1,0
06057000600,1.33,1,0
06099000304,2.67,1,0
06019003900,2,1,0
06001405402,1.67,1,0
06041114100,0.5,1,0
06001407300,0.34,1057,1
06001402900,0.5,1,0
06001406100,0.5,15,0
06019000400,0.83,1,0
06029002000,1,1,0
06097153300,1.16,1,0
06085501402,1.34,1,0
06107000301,2.33,1,0
06029001600,2.5,1,0
06023001000,0.5,23,0
06005000402,1.84,1,0
06085507808,1.17,1,0
06053010102,1.5,1,0
06085512024,3.5,1,0
06013302010,1.84,1,0
06001408700,3.33,1,0
06053014601,12.33,1,0
06001406100,0,1,0
06001406100,0,1,0
06081610100,1.84,1,0
06019006405,0.67,1,0
06055200601,1,1,0
06039000900,0.5,1,0
06053010202,0.67,1,0
06081605800,1.5,1,0
06085502906,0.5,1,0
06017030601,0.84,1,0
06097150603,1.17,21,0
06101050301,1,1,0
06001408700,3.17,1,0
06081603802,2.5,1,0
06053011000,0.84,1,0
06075023200,0.5,1,0
06077000700,15.67,1,0
06081613200,1.5,98,1
06097154100,162.34,12,0
06085512001,0.5,1,0
06097150100,1.67,1,0
06079012304,2,1,0
06057000600,0.83,1,0
06085502902,0.83,1538,1
06013354002,0.33,1,0
06081601000,0.83,1,0
06013345203,1.5,1,0
06001407200,0.33,1,0
06079011200,2.33,1,0
06097154100,3.33,6,0
06075047801,0.34,1,0
06085502902,0.67,1,0
06013354002,0,1,0
06085505006,1.33,1,0
06019005409,1,1,0
06013354001,0,1,0
06085511911,0,1,0
06085511911,0,1,0
06085511911,0,1,0
06085511911,71.83,23.5,0
06001436500,0.5,1,0
06085502001,1.17,1,0
06085502001,0.17,1,0
06001431000,0.83,1,0
06097153706,0.67,1,0
06013365002,0.17,1,0
06097150100,1,1,0
06095251400,1.33,1,0
06085502902,1.83,1,0
06019001413,0.83,1,0
06097153501,1.33,1,0
06087122400,1.84,4,0
06007002500,0.16,1,0
06085504002,0.67,1,0
06085504602,1.5,1,0
06029004500,1.5,4,0
06075060700,6.33,11,0
06053010202,1,1,0
06083002210,4.33,12,0
06023010800,11,61,0
06075022801,9,24,0
06041111000,0,1,0
06023000900,0.5,1,0
06017031301,0.17,1,0
06041114100,11.33,1,0
06075022801,8.17,214,1
06047000901,2.17,74,1
06041104101,1.33,1,0
06031001200,0.33,1,0
06031001200,0.33,2,0
06031001200,0.33,1,0
06031001200,0.33,1,0
06031001200,2.66,37.5,0
06101051100,2,1,0
06053010202,14.67,1,0
06075021300,0.67,1,0
06017031301,0,1,0
06075017101,8,75,1
06085512602,19.17,505,1
06085504411,0.83,39,0
06087120600,1.34,1,0
06001450101,5.67,1,0
06039001000,8.67,210.5,1
06019007300,0,1,0
06019007400,0,1,0
06019007300,0,1,0
06019007400,0,1,0
06019007300,0,1,0
06019007400,10.5,163,1
06023011200,1.84,1,0
06077000600,1.83,1,0
06079012302,9.01,7,0
06103000800,6.67,2,0
06061021322,2.66,8,0
06113011400,6,25.5,0
06085502901,2,1,0
06089012604,6.17,17,0
06085510001,7.51,1,0
06107000100,0.34,1,0
06107000100,0.17,2,0
06075016600,1.67,1,0
06031001200,4.5,1,0
06019004404,8.5,4,0
06053010501,2.16,1,0
06081608004,3,2,0
06041103100,1.16,1.5,0
06079011600,1,11,0
06013347000,1.16,3,0
06081611400,0.32,1,0
06081611400,0.32,1,0
06001408500,1.33,1,0
06043000301,6.49,6,0
06019006300,6.66,15,0
06001450743,4,1,0
06079012000,2,1,0
06061021403,0.34,16,0
06013303103,5,31,0
06019001800,4.34,4,0
06007003200,5.34,4,0
06009000501,1.67,1,0
06013303103,4.83,3,0
06079012302,2.18,7,0
06001406202,1.17,1,0
06095251000,1.34,1,0
06047002401,4.33,1,0
06113010800,6.34,8,0
06075017101,3.17,75,1
06103000400,0.67,1,0
06005000101,1.17,4,0
06081613800,3.33,5,0
06085507001,1.17,2,0
06085507001,1.33,30.5,0
06085507001,0.83,1,0
06085507001,0.83,1,0
06085507001,0.83,1,0
06077002201,3,10,0
06043000301,4.5,36.5,0
06053010202,5.67,1,0
06113010800,6.18,3,0
06055200602,1.01,1,0
06029001600,1.67,1,0
06057000105,1.51,1,0
06043000301,0.34,1,0
06077002201,2.33,5,0
06009000210,2.51,1,0
06013360200,0.84,1,0
06081613800,6.34,1,0
06081613800,4.34,2,0
06087122400,1.5,1,0
06095253300,0.84,1,0
06089012302,1.83,1,0
06085507600,1.83,4,0
06041101100,1.83,1,0
06085508202,3.16,1,0
06085504101,1.83,1,0
06085505006,0.5,9,0
06001423000,1.17,1,0
06001404502,1,1478.5,1
06053010804,1.33,1,0
06041111000,1.5,1,0
06013330000,0,1,0
06017030801,6,1,0
06007001000,1,1,0
06001426100,0,1,0
06053010606,1.99,1,0
06097152203,0,1,0
06115041100,1.17,1,0
06053010202,1,1,0
06081613600,6.5,1,0
06103000800,0.34,1,0
06097154302,10.17,1,0
06085507001,0,1,0
06013302005,2.67,1,0
06019004506,17.34,1,0
06053001300,0.66,47,0
06087122400,7,21,0
06097150306,0.84,1,0
06069000802,6.66,2,0
06087122400,0,1,0
06011000500,3.66,1,0
06019006300,0,2,0
06001404900,0.5,10,0
06081600900,0.66,1,0
06097150500,1,1,0
06001433800,0.34,1,0
06085508001,2.34,1,0
06033000701,0,2,0
06055200504,1.34,1,0
06055201200,0.17,16,0
06089012400,0,1,0
06029003206,1.49,1,0
06001438000,2,1,0
06039000102,5.67,2,0
06075031400,2,1,0
06085507402,0.16,2,0
06085506803,2.83,1,0
06103000100,0.83,1,0
06061022002,1,1,0
06087122400,0.67,4,0
06019002000,6,1,0
06085503115,0.67,1,0
06041133000,2,84,1
06001451202,3.84,1.5,0
06081601700,2,25,0
06097151700,0.67,1,0
06039001000,0,20,0
06001423800,1.5,1,0
06013315000,0,1,0
06001408300,0.83,1,0
06023000300,0.5,1,0
06097153705,0.83,1,0
06013368001,3,29,0
06001435102,2.5,1,0
06019004601,1.33,1,0
06001404300,0.5,1,0
06081601800,2.67,1,0
06085510001,1.84,1,0
06057000102,1,1,0
06001408900,0.83,1,0
06013302006,0.83,1,0
06019004100,1.5,1,0
06029004701,1.33,1,0
06097151502,0.5,1,0
06085502908,1.16,1,0
06081613800,4,1,0
06001451101,1.33,1,0
06085504805,22.67,1,0
06033000900,1.16,1,0
06019001408,7.67,8,0
06085513500,2.83,1,0
06077005406,1,1,0
06061022002,4.16,1,0
06019007400,0,1,0
06013346204,1,1,0
06085504805,0.33,1,0
06077003602,5.17,2,0
06053001200,1,1,0
06077004106,1.5,1,0
06109005100,1.17,1,0
06041121200,1.01,1,0
06081603200,2.67,1,0
06113010401,62.67,63,0
06019007700,1.5,1,0
06085505006,0.84,9,0
06085504805,17.33,1,0
06053011502,3.5,1,0
06113010401,0.67,1,0
06095252401,0.51,1,0
06001404502,1.83,1,0
06097151305,1.17,1,0
06095253000,95.84,3,0
06023000500,0.34,1,0
06095251000,0.83,1,0
06085506301,0.17,1,0
06103000800,0.49,1,0
06095253101,0.67,1,0
06053012302,5,6,0
06085513500,1.17,1,0
06081605700,0.83,1,0
06095253500,3.17,12.5,0
06085510001,0.83,1,0
06095252317,0.5,6,0
06075023200,0.83,30,0
06013345103,0.17,1,0
06079010707,0.83,1,0
06095252313,89.5,5,0
06085502902,1.83,1,0
06087122400,0.16,1,0
06077003405,0.66,2253,1
06095253500,2.16,1,0
06057000105,0.16,1,0
06089012603,1.5,1,0
06113010701,2,1,0
06007003002,1.01,1,0
06095252317,92.67,2,0
06095252317,92.84,14,0
06097153401,0.16,1,0
06089011100,24,702.5,1
06017030709,39.34,392,1
06061021204,68.5,227,1
06057000103,43.17,1287.5,1
06007002601,48,845.5,1
06097152400,47.5,9,0
06089010100,44.01,273.5,1
06055201102,46.59,40,0
06017030704,48.67,919,1
06115040901,65.5,203,1
06089011500,46.27,541,1
06097153300,46.14,130.5,1
06055201401,93,492,1
06041102100,71.17,3381,1
06089011900,0,1,0
06089011900,0,71,1
06089011900,0,1,0
06089012000,0,1,0
06089011500,0,10,0
06089011500,0,33,0
06055201102,49.84,46.5,0
06057000103,44.32,1477.5,1
06041101200,69.35,135,1
06061020602,49.5,96,1
06017030704,41,2221,1
06103000300,46.7,13,0
06007003002,41.56,1,0
06061020602,49.5,368,1
06115040901,90.67,267,1
06041101100,69.35,366,1
06097152701,218.68,67,0
06007002700,49.17,1,0
06061020602,49.5,170,1
06103000300,0.34,23,0
06097151309,47.34,205,1
06017030709,47.84,530,1
06061020602,49.5,368,1
06103000300,25.33,128.5,1
06057000103,41,1584.5,1
06011000100,2.33,3.5,0
06007002700,41.56,336,1
06063000400,96.84,7,0
06089010602,43.84,201,1
06103000400,25.33,61,0
06097152600,93.34,2216.5,1
06017030709,46.42,1516,1
06055201005,49.5,32,0
06097151502,48.17,388,1
06061021802,41.56,565,1
06103000300,0,1,0
06007002400,49.17,119,1
06089010601,45.55,346,1
06007002400,94.17,266,1
06041103100,71.34,891,1
06063000202,97,314,1
06103000300,73.34,79,1
06057000103,1.67,835.5,1
06007002400,95.33,117,1
06017030709,48.01,239,1
06061021501,0.17,33,0
06061021501,42.32,156,1
06055201401,95.67,238,1
06061021204,46.42,1486,1
06089012101,25.33,388,1
06097151503,48.67,217.5,1
06007002400,95.33,21,0
06103000300,0,1,0
06103000400,23.51,19,0
06103000300,73.34,130,1
06007002400,96.5,94,1
06063000400,113,131,1
06097152701,97.17,335,1
06057000103,43.01,1105,1
06095253500,1.5,1,0
06007002400,96.5,4,0
06089012000,42.54,775,1
06103000300,73.34,88,1
06103000200,24.25,393,1
06097153807,312.84,249,1
06055201401,93.01,134,1
06097152400,46.67,112,1
06103000400,25.17,467,1
06103000400,25.17,274,1
06089012000,41.73,1,0
06089012603,0.17,3,0
06089012603,0.17,2,0
06089012603,0.17,1,0
06103000100,0.17,1,0
06103000100,0.17,1,0
06089012000,41.73,1471,1
06061021501,42.37,864.5,1
06061020501,0,1,0
06061021501,0,1,0
06061021501,0,1,0
06061020501,0,1,0
06061021501,0,31,0
06061020501,0,259,1
06061021604,0,1,0
06061021604,0,1,0
06061020501,0,1,0
06061020501,0,1,0
06061021501,0,1,0
06061021604,0,1,0
06061021604,0,1,0
06061021604,0,1,0
06061021604,0,2,0
06061021604,0,5,0
06061021304,0,1,0
06061021304,0,1,0
06061021304,0,2,0
06061021604,0,1,0
06061021604,0,31,0
06061021604,0,1,0
06061021604,0,23,0
06061021604,0,213,1
06061021604,0,1,0
06061021304,0,3,0
06061020501,0,1,0
06061020501,0,1,0
06061020501,0,71,1
06061020501,0,1,0
06061020501,0,1,0
06061021501,0,215,1
06061021501,0,28,0
06061021501,0,5,0
06061021501,0,30,0
06103000300,46.4,105,1
06061020501,0.17,1,0
06061021501,0.17,1,0
06089012101,42.37,666,1
06085512200,1.33,1,0
06063000400,115.51,4,0
06017030704,46.83,357,1
06007001600,44.15,82,1
06097151000,45.94,599.5,1
06061020402,41.39,189,1
06041102100,70.83,1996.5,1
06089012101,42.37,502,1
06061021501,40.68,1,0
06097154100,95,200,1
06089011002,27,302,1
06097153804,3.33,1,0
06057000701,1.33,1,0
06097153807,219.83,5,0
06103000200,0.66,1,0
06089011001,27,484,1
06017031502,41.73,541.5,1
06089012303,44.66,137.5,1
06089012000,41.73,191,1
06089012400,46.83,221,1
06097151100,49,267,1
06007001400,24.34,36,0
06055201500,95,171,1
06007002400,0.17,82,1
06103000500,25.17,59,0
06097152501,93.83,1166,1
06097153901,237.5,182,1
06061020501,47.53,199,1
06089012400,95,162,1
06097154100,119,524.5,1
06017031000,95.66,537.5,1
06103000400,46.83,359,1
06041113000,93.01,1220,1
06061021204,48.17,910,1
06097151000,47.67,177,1
06061020501,0.17,1,0
06061021204,0.17,1,0
06095252202,2.51,2265,1
06061020501,48.5,323,1
06103000400,25.17,343,1
06077005403,3,1,0
06041113000,93.5,3241,1
06007001600,47.33,136,1
06041103100,71.33,39,0
06061021204,75.5,97.5,1
06007003300,0.33,35,0
06007003200,0.33,1,0
06097151000,49.67,616.5,1
06103000300,46.4,798,1
06061020502,47.53,442,1
06089011900,43.68,127.5,1
06017031504,46.4,468,1
06103000400,46.83,63,0
06055201003,0.33,1,0
06097152702,115.68,319,1
06055201102,45.38,14,0
06061020602,69,136,1
06061020402,38.84,88,1
06007002500,93.5,34,0
06041103100,71.33,13,0
06097152501,93.83,483,1
06061020401,39.67,43.5,0
06061021304,0.83,1,0
06007001400,46.83,337,1
06061020602,69.18,330,1
06097154100,121.67,45,0
06097150800,42.42,982,1
06017031502,40.17,289,1
06055201402,49.34,320.5,1
06095252202,2.34,2598,1
06055201200,98.16,263,1
06007003200,0.16,1,0
06103000400,24.17,397,1
06041102202,71.17,1485,1
06007001400,0.5,39,0
06097152400,115.51,293.5,1
06007002400,0,12,0
06103000300,46.24,132,1
06061021802,0.66,31,0
06097152600,94.34,193,1
06017031503,47.36,1086,1
06061020402,41.22,1,0
06097150702,42.67,1575.5,1
06041103200,71.17,1228,1
06089012303,0.16,1,0
06041104102,68.67,1,0
06061021304,0.66,2,0
06061021304,50.67,183.5,1
06061021304,0.66,1,0
06061021304,0.66,1,0
06061021304,0.66,1,0
06061021304,0.66,2,0
06061021304,0.66,35,0
06061020300,38.84,19.5,0
06061020300,0.5,1,0
06061020502,44.79,164,1
06061020501,0.16,1,0
06061020501,0.16,1,0
06061020501,0.16,1,0
06061020501,0.16,73,1
06061020502,0.16,1,0
06061020502,0.16,654,1
06061020502,0.16,1,0
06061020300,0.5,16,0
06061020401,38.84,239,1
06089012303,0.16,1,0
06089012303,0.16,1,0
06089012303,0.16,1,0
06089012303,0.16,1,0
06089012303,0,1,0
06089012303,0,1,0
06089012200,0.16,837,1
06089012303,0,1,0
06089012303,0,1,0
06089012303,0,36,0
06089012303,0,1,0
06103000200,0,1,0
06103000200,0,1,0
06103000200,0,1,0
06103000200,0,1,0
06103000200,0,1,0
06103000200,0,1,0
06089012303,0,1,0
06089012303,0,1,0
06089012303,0,1,0
06089012303,0,1,0
06103000200,97,211,1
06103000200,0.5,1,0
06103000200,0.5,1,0
06103000200,0.5,1,0
06103000200,0.5,1,0
06103000200,0.5,1,0
06089012200,24.17,13,0
06089012200,0,1,0
06089012603,93,65.5,0
06007002700,41.77,36.5,0
06007002700,0,1,0
06007003100,44.79,1099.5,1
06061020602,49.16,1,0
06097152501,90.34,344.5,1
06007001600,40.83,2,0
06017030701,40.17,17,0
06007000901,91.67,212,1
06089012601,2.34,1,0
06097151309,0,1,0
06103000600,1.83,1,0
06017030804,39.17,128,1
06103000600,24.33,384,1
06055201602,114.83,1233.5,1
06011000400,48,48,0
06095252202,2.17,1300,1
06097154100,119.16,243,1
06017031503,48.83,724.5,1
06055201101,118.67,236.5,1
06097150702,43.12,107,1
06089012303,0.16,1,0
06103000100,24.5,168,1
06097152701,114,114,1
06017031503,67.34,420,1
06007002602,47.34,362,1
06097152600,118,143,1
06097154000,120.67,86.5,1
06057000103,45.47,260,1
06097150612,46.07,135,1
06061021304,49.5,344,1
06097152600,90.5,2499,1
06095253500,1,1,0
06061020601,0.5,51.5,0
06021010300,49.5,47,0
06061021304,50.34,265,1
06007003200,0,4,0
06057000105,45.61,396,1
06017031502,43.34,574.5,1
06085502001,1.83,1,0
06097150800,48.17,177.5,1
06061020601,64.67,169.5,1
06097154100,119,210,1
06007003100,40.67,1155.5,1
06007002700,40.67,31,0
06055201200,98,22,0
06007003300,0,2,0
06007003300,0,1,0
06007003300,0,1,0
06007003300,0,1,0
06007003200,0,1,0
06007003200,0,1,0
06007003300,0,5,0
06007003200,0,1,0
06007003300,0,1,0
06007003200,0,23,0
06007003300,0,1,0
06007003200,0,1,0
06007003200,0,1,0
06007003200,0,1,0
06007003200,0,1,0
06007003100,0,1,0
06007003100,39.34,132,1
06007003300,46.34,235,1
06007003300,0,1,0
06007002601,0,1,0
06007003300,0,1,0
06007003300,0,1,0
06007003300,0,17,0
06007003300,0,1,0
06007003300,0,1,0
06007003300,0,1,0
06007003100,39.34,1,0
06061020501,48.5,367.5,1
06061021802,40.67,180,1
06061021802,0.5,18,0
06061021801,0.5,1,0
06061021801,0.5,1,0
06061021801,0.5,1,0
06061021801,0.5,1,0
06061021801,0.5,1,0
06061021801,0.5,1,0
06061021802,0.5,1,0
06061021802,0.5,1,0
06061021802,0.5,3,0
06061021501,41.4,513,1
06061021604,0,1,0
06061021501,43.34,192,1
06061021604,0,1,0
06061021304,56.67,242,1
06061020602,0.5,1,0
06061020601,0.5,1,0
06061020602,64.84,9.5,0
06061020601,0.33,1,0
06061020601,0.33,6,0
06061020601,0.33,109,1
06023010700,0.5,2.5,0
06097152400,0.67,1,0
06017030701,40.01,5,0
06057000105,48.67,635,1
06061021802,0.33,838,1
06097150800,49.17,6,0
06017031502,97.5,307.5,1
06089012200,94.5,91,1
06103000200,0.33,47,0
06007003300,48.5,182,1
06017031502,95.17,232,1
06097154000,120.17,221,1
06097152501,94.67,181,1
06113011500,4.5,2006.5,1
06097151201,43.34,23,0
06057000103,46.2,73,1
06061021204,48.83,195,1
06061020602,64.34,9,0
06061021802,0.33,1,0
06061021802,39.34,1,0
06061021802,39.34,1,0
06061021603,0.33,1,0
06061021802,39.34,908.5,1
06061021603,0.33,24,0
06061021603,0.33,6,0
06061021603,0.33,58,0
06061021604,0.33,1,0
06061021801,0.33,1,0
06061021604,0.33,63,0
06061021604,0.33,1,0
06061021604,0.33,2,0
06061021604,0.33,1,0
06061021604,0.33,1,0
06061021604,0.33,1,0
06061021604,0.33,1,0
06061021801,0.33,1,0
06061021802,0.33,5,0
06061021801,42.25,1,0
06095252202,24.83,1,0
06095252202,51.84,16,0
06007003002,0,1,0
06097151309,19.84,1,0
06007003400,1.33,1,0
06055201403,0,1,0
06055201403,0,1,0
06055201403,0,8,0
06055201403,0,13,0
06055201401,0,1,0
06055201401,0,1,0
06055201401,0,7,0
06055201403,0,1,0
06055201401,86.67,1,0
06055201401,0,1,0
06055201401,0,2,0
06055201401,0,1,0
06055201401,91.84,14.5,0
06017031504,95.17,405,1
06007001600,46.5,390,1
06097151201,43.34,31.5,0
06061021604,0.33,1,0
06061021501,41.82,157,1
06097152502,89.84,626,1
06097152202,0.5,1,0
06061020501,93.84,615,1
06055201402,0,1,0
06097154100,114.34,121,1
06007002400,51,103,1
06007001600,46.5,300,1
06057000103,47.66,267,1
06017030902,40.88,146,1
06113011300,1,912,1
06007003002,40,162,1
06055201700,97.49,134,1
06097150100,44.88,125,1
06089012603,94.33,10,0
06055201800,0,1,0
06055201800,96.33,110.5,1
06055201800,0,1,0
06055201800,0,9,0
06055201800,0,1,0
06055201800,0,3,0
06055201800,0,1,0
06055201800,0,1,0
06055201800,0,51,0
06055201800,0,6,0
06007003200,45.43,340,1
06061020601,0.33,1,0
06095252317,88.66,778.5,1
06055201402,67.16,125.5,1
06017030902,46.66,770,1
06061020501,48.5,145,1
06061021501,43.17,15,0
06055201800,2.33,1,0
06055201800,98.66,368.5,1
06055201800,2.33,1,0
06055201800,2.33,2,0
06055201800,2.33,3,0
06055201800,2.33,1,0
06055201800,2.33,1,0
06055201800,2.33,91,1
06055201800,2.33,71,1
06007003200,42.33,372,1
06057000103,40.88,233,1
06045010600,2.16,1,0
06003010000,0.16,365,1
06009000504,0.16,1,0
06061021603,39.66,43,0
06061021603,0.16,1,0
06113011300,0.83,2022,1
06061021501,43.17,7,0
06097150612,49.33,69,1
06017030804,40.5,757,1
06007002100,51,1736,1
06007003200,44.16,581.5,1
06045010200,94.83,16,0
06113011300,0.83,644,1
06045011002,2.5,13,0
06061020601,65.17,267,1
06097150202,44.88,79,1
06007003200,44.88,434,1
06057000102,43.64,1338.5,1
06005000401,0,1,0
06045010600,2.16,1,0
06017030804,41.44,382,1
06089012303,44.16,440,1
06029001600,0.5,1,0
06005000401,44.88,2968,1
06005000401,0,1,0
06005000200,0,1,0
06005000200,0,1,0
06005000401,0,1,0
06005000401,0,1,0
06005000303,0,1,0
06005000303,0,1,0
06005000303,0,41,0
06005000401,0,1,0
06005000401,0.16,1,0
06005000304,0.16,1,0
06005000304,0.16,1,0
06005000304,0.16,1,0
06005000304,0.16,28,0
06005000500,0,1,0
06005000304,0.16,851.5,1
06005000304,0,135,1
06005000500,0,81,1
06005000500,0,1,0
06005000500,0,1,0
06005000500,0,1,0
