GEOID,outage_duration_hr,mean_cust_affected,cust_affected_flag
06001423100,3.17,14.5,0
06013366001,0.67,1,0
06081606400,0.5,1,0
06081601902,17.67,1,0
06061020200,0,5,0
06013329000,1,1,0
06013343003,1.18,7,0
06043000101,0.67,1,0
06041117000,1.5,1,0
06013328000,1.01,1,0
06075045200,1.17,1,0
06013306002,1.83,1,0
06085500800,2.84,58,0
06075021600,0.67,35,0
06085500800,3,103,1
06013336202,1.18,1,0
06081606600,1,1,0
06041130202,0,1,0
06053000502,2.33,1,0
06001441503,0,1,0
06067009800,0.83,1,0
06001441503,10.83,393.5,1
06019006405,0.17,1,0
06019001201,2.67,1,0
06081608700,1.17,1,0
06001410400,0.5,1,0
06081606000,1.17,1,0
06019005525,0.33,1,0
06053011000,5.17,1,0
06005000200,1.33,5.5,0
06101050701,1.17,1,0
06089012400,4,1,0
06085506301,0.99,1,0
06097151000,0.66,1,0
06085504322,0.33,1,0
06029000910,1.66,1,0
06053011502,7.99,1,0
06061020200,0.16,4,0
06085505100,3.33,1,0
06113010203,1.83,1,0
06085508202,3.84,1,0
06001409300,3.84,1,0
06013367200,0.17,1,0
06095253500,0,1,0
06109003100,3.33,1,0
06023010501,0.83,1,0
06075026402,1.33,1,0
06001408200,1.83,1,0
06087121600,1.32,1,0
06107000800,1.83,1,0
06057000105,0.49,1,0
06029003113,0.99,1,0
06019006501,11.82,1,0
06023000800,0.83,1,0
06085510200,8.17,1,0
06075011200,1,1,0
06013328000,0.33,1,0
06055200704,0.33,1,0
06085512602,0,1,0
06085508401,2.66,1,0
06039000503,0.99,1,0
06019002502,4.99,1,0
06047001902,0.49,1,0
06085508401,2.32,1,0
06007003300,0.99,2,0
06039000108,2.5,1,0
06087120200,1.17,1,0
06017030804,0.33,7,0
06081612600,0.84,1,0
06001450300,1.17,1,0
06041116000,6.5,1,0
06101050102,0.67,1,0
06001441503,6.67,2,0
06085505800,1.83,1,0
06079010205,1.5,1,0
06089011500,0,1,0
06029006202,8,1,0
06097153706,1.67,1,0
06013313101,1.33,1,0
06053000101,0.83,1,0
06019001500,3.5,34,0
06019006405,0.16,2,0
06005000500,1.33,2,0
06019002904,2.67,1,0
06019001304,1.33,1,0
06029003121,2.52,1,0
06077001900,1.17,1,0
06029002900,0.34,1,0
06081606400,1,1,0
06087120302,1.17,1,0
06087100300,1.67,1,0
06047000702,1.17,1,0
06013303102,1,1,0
06077003410,0.84,1,0
06077001300,1.5,1,0
06019005801,0.84,97,1
06013334006,1.17,1,0
06109002100,0.83,1,0
06001422100,0.5,1,0
06075031100,0.83,1,0
06081602900,2.5,1,0
06011000200,0,1,0
06019006405,0.67,1,0
06011000200,2,27,0
06011000200,0,1,0
06057000402,1.17,4,0
06047000304,1.83,1,0
06087120800,1.33,1,0
06113010101,3.5,1,0
06019008302,4,1,0
06013327000,1,1,0
06085503306,0.33,145.5,1
06001422100,5.5,1,0
06085503306,0,12,0
06101050900,0.83,22,0
06055201102,3.17,2,0
06067009900,3,1,0
06113010608,1.33,1,0
06085503306,0,1,0
06085503306,0,4,0
06085503306,0,6,0
06087121000,1.16,1,0
06077003109,8.33,1,0
06033001100,0.17,1,0
06041108100,5.5,1,0
06005000402,0.83,10,0
06007003700,4.34,7,0
06095253500,2.83,5,0
06031001200,0.67,1,0
06085500200,2.84,1,0
06057000701,1,1,0
06041117000,0.83,1,0
06085503306,1.16,165,1
06013389200,6.16,1,0
06013379000,1.51,1,0
06081601000,1.16,1,0
06017030804,0.33,3,0
06061020501,1.33,1,0
06001441921,1.33,1,0
06085500400,0.83,1,0
06001443002,6.17,1,0
06097151900,0.16,1,0
06039000108,0.66,1,0
06039000503,6,1,0
06075020800,1,1,0
06029006202,12.34,4,0
06081603000,1.83,1,0
06007003001,0.17,1,0
06047000801,6.5,1,0
06085500100,1.83,1,0
06045010600,1.02,1,0
06085507905,1.17,1,0
06075030900,1.34,1,0
06077003602,1.83,1,0
06075011800,9.16,263,1
06075017801,5.5,1,0
06085504001,0,1,0
06085503602,0.82,1,0
06019005512,2.82,1,0
06019002400,2.15,1,0
06101050702,1.82,1,0
06095252911,0.32,1,0
06113011400,0.99,1,0
06095252401,1.66,7,0
06039000506,2.99,1,0
06039000400,2.32,1,0
06113011400,1.66,2,0
06075030700,1.17,1,0
06039000202,0.83,27,0
06029003114,1.34,1,0
06095252911,1.17,1,0
06019003302,2.67,1,0
06081601100,1.67,1,0
06081601800,2.82,1,0
06017030803,0.32,85,1
06001450741,0.65,5,0
06031001300,1.99,1,0
06041115000,2.82,1,0
06031001300,1.83,1,0
06013326000,4.16,4,0
06103000800,1.67,1,0
06029002700,2,1,0
06081607100,6.33,1,0
06041103100,1.5,1,0
06013305000,0.84,1,0
06113011400,0.84,3,0
06001436800,1.5,1,0
06013303103,0.17,2,0
06113010800,6.84,1.5,0
06079010603,0.66,102,1
06039000106,1.33,1,0
06085512314,0,1,0
06107000100,1.66,1,0
06095253500,5,1,0
06077002202,2.17,1,0
06095253500,5,1,0
06107000501,1.17,1,0
06001436800,1,1,0
06083002403,2.34,1,0
06115040700,0.5,1,0
06007002100,1.84,357,1
06001407600,0,1,0
06039000700,8.17,14,0
06053011000,0,3,0
06085508202,0,1,0
06109003100,2.5,1,0
06075010700,3.01,1,0
06045010700,0.83,1,0
06053011000,7.17,3,0
06053011000,9.34,3,0
06029002900,1.34,1,0
06013392200,2.67,1,0
06041128200,2.83,1,0
06013355113,0,1,0
06001442200,1.66,1,0
06075013101,3.33,513.5,1
06075013102,3.66,238,1
06019005204,2.33,1,0
06001422000,2.67,1,0
06029000700,1.33,1,0
06095251803,0.33,1,0
06069000600,0.33,1,0
06101050504,1.5,1,0
06075013200,2.17,1,0
06019002000,1,1,0
06019003301,1.17,1,0
06001432600,2,1,0
06097150607,1.17,1,0
06013367100,10.17,19,0
06013367100,10.17,15,0
06077000402,2.01,1,0
06085502500,1.5,1,0
06001409200,1,1,0
06001451101,1.17,1,0
06085512402,1.67,1,0
06001451101,2.5,1,0
06041116000,1.33,47,0
06097151402,1.5,123,1
06075025403,5.17,1,0
06085506900,0.83,10,0
06079010701,0.83,1,0
06041128200,0,1,0
06041128200,0,1,0
06013345202,1,1,0
06085506900,0.83,1,0
06097151100,1.83,1,0
06103000700,0,1,0
06105000400,11,1,0
06075013102,0.5,1,0
06041128200,1.5,1,0
06001451101,3.33,3,0
06085507703,1.5,1,0
06019005905,1.34,1,0
06013380000,1.5,10,0
06007001100,0.83,6,0
06081609400,0.83,1,0
06081613600,0.5,1,0
06007001400,0.83,1,0
06013333200,0.17,1,0
06081607702,1.17,19,0
06097151100,2,1,0
06013380000,1.17,1,0
06007000604,2.67,11,0
06001401100,1,1,0
06075010300,0.66,96,1
06055200705,7,13,0
06113011102,1,1,0
06053014700,8.83,1,0
06087120900,0.67,28,0
06041111000,1.34,1,0
06097154000,13.84,1,0
06019007300,1.34,1,0
06057000103,1,3,0
06041126100,0.67,1,0
06047001700,0.17,1,0
06079012402,1.67,1,0
06075061000,1,1,0
06041128200,1,1,0
06017031200,7.83,9,0
06001401100,0,1,0
06075021000,0.5,1,0
06079012200,0.83,1,0
06075022600,8.33,3,0
06075015500,0.33,1,0
06113011300,1.17,1,0
06085507805,0.67,1,0
06001403800,0.83,1,0
06001441100,0.17,6,0
06101051100,1.84,1,0
06019006501,3.17,1,0
06081605100,0.83,1,0
06075030900,6.17,220,1
06097151100,1,1,0
06017030602,10.84,42,0
06017030602,0,1,0
06019004214,4.68,1,0
06097154100,13.84,1,0
06019004801,0.67,1,0
06057000103,13.67,3,0
06007000603,0.83,1,0
06081600100,1.33,1,0
06075021800,3.33,33,0
06083002006,2.67,14,0
06007000903,0.49,236,1
06041128200,0,1,0
06041128200,0,1,0
06029003900,0,8,0
06029003900,0.83,1,0
06029003803,0,1,0
06029004200,0.83,1,0
06029004200,0.83,2,0
06029003900,0,3,0
06029004200,0.83,160,1
06029003900,6.83,13,0
06009000300,3.83,1,0
06101051000,1.5,1,0
06001443102,0,7,0
06097152202,0.83,1,0
06053011000,1.5,24,0
06029003803,0.17,7,0
06029003803,0.17,2,0
06029003700,0.17,1,0
06047001101,5.67,122.5,1
06029002812,2.17,4,0
06095252317,1.67,206,1
06053011000,0,27,0
06001408800,0,1,0
06081601601,0.33,1,0
06099000202,4.83,21,0
06085512045,1.33,1,0
06089010806,2.67,1,0
06019005606,1,1,0
06019000600,2.33,1,0
06007002602,7,2,0
06075030700,1.17,1,0
06077004902,2.34,2.5,0
06081601601,0.99,1,0
06017031302,11.33,20,0
06039000502,5.33,1,0
06079010002,3.66,21,0
06013345101,10.33,127,1
06013345101,0,125,1
06013345101,0,46,0
06079013000,5.5,1,0
06013345101,1.33,9,0
06053010506,0.83,8,0
06053010506,0.83,8,0
06053010506,1.5,3,0
06053010506,0.83,17,0
06053010506,0.83,79,1
06053010506,0.83,40,0
06053010506,0.83,4,0
06053010506,0.83,32,0
06053010506,1.67,10,0
06081601601,2.67,1,0
06017030901,1.84,18,0
06053011801,1.5,1,0
06023010300,8,69,1
06097151201,1,25,0
06007001400,1.84,1,0
06097151100,3.5,5,0
06007002400,6.17,2,0
06089012400,7.67,3,0
06089012400,2.17,1,0
06001436500,1.67,1,0
06085511911,4.66,1,0
06045010801,3.33,1,0
06011000100,3,1,0
06087120600,2,1,0
06007001400,2.33,1,0
06023011100,6.5,1,0
06001432501,3.33,1,0
06089012601,9.17,1,0
06019006404,3.17,9,0
06047001101,0.17,191,1
06001438201,0.83,1,0
06017030902,1.67,1,0
06103000300,0.17,1,0
06095252202,0.67,1,0
06097153808,1,8,0
06041119202,11,59,0
06095250501,4.33,16,0
06103000500,0.33,2,0
06085507301,6.17,1,0
06045011001,4.5,6,0
06107000202,0.34,1,0
06053010506,0.67,188,1
06029004500,33.01,1,0
06013313101,1.67,1,0
06061020200,0.17,1,0
06001407400,3.51,1,0
06017031404,1.33,1,0
06085506304,0,1,0
06089011803,6.83,3,0
06029000102,6.83,40,0
06017031200,9.67,4,0
06107000202,5.32,1,0
06087122400,0.16,288.5,1
06009000501,0.66,2,0
06109001200,2.16,1,0
06033000801,8.82,54.5,0
06081610202,1.32,1,0
06053011202,8.82,85,1
06063000400,8.66,3,0
06013321102,1.66,1,0
06019006501,0.49,2,0
06061020200,0.34,2,0
06019005912,1.34,3,0
06023010700,4,1,0
06017031503,6.84,1,0
06087121700,0.17,12,0
06017031406,6.5,1,0
06087122400,7,25,0
06061020601,2.85,8,0
06109002100,1,2,0
06061020601,6.34,7,0
06001432501,1,1,0
06019006403,0.17,2,0
06019005912,0.5,2,0
06113011206,2.5,1,0
06083002006,3.16,3,0
06017030601,4,1,0
06039000700,0.67,1,0
06013327000,1.67,2.5,0
06087121700,8.33,12,0
06017030804,0.5,2,0
06085512311,2.17,1,0
06023010600,2,8,0
06017031402,2,2,0
06085500100,1.17,1,0
06097150306,0.83,1,0
06061021604,2.33,1,0
06019008402,4.67,3.5,0
06007000603,1.17,1,0
06061021304,2,1,0
06061021304,2,1,0
06017030602,4,2,0
06053010506,0.34,1,0
06041102202,1,1,0
06029003304,5.01,4,0
06077005003,4.33,1,0
06101050702,2,1,0
06087121500,1.17,1,0
06061020300,21.66,3,0
06053010506,0.17,1,0
06113011500,6.33,715,1
06017030601,4.33,9,0
06029000200,4.33,1,0
06069000200,3.66,4,0
06053010306,2,1,0
06019005912,1.17,1,0
06101051000,2.67,104,1
06087120900,2.83,1,0
06017030602,3.16,1,0
06077005001,0.83,9,0
06103000300,0.33,1,0
06013380000,0.33,326,1
06113010101,4.84,1,0
06017031302,0.66,1,0
06113010505,6.16,3,0
06101050201,1.5,1,0
06001426100,4.33,18,0
06043000301,5.66,1,0
06007003300,10.33,9,0
06017031301,0.5,1,0
06083001906,2,49,0
06083001905,3.5,3,0
06083001906,2,93,1
06043000101,4.16,2,0
06007001900,5.17,7,0
06023001300,3.16,9,0
06013357000,0.66,35,0
06005000500,2.16,26,0
06039000104,1.33,1,0
06103001000,3.33,8,0
06007001702,0.33,1,0
06077005207,0,147,1
06077005207,6.69,1175.5,1
06001421200,4.34,32,0
06077001600,2.18,12,0
06017031000,9.67,48,0
06085507301,9,13.5,0
06009000300,3.33,54,0
06017031406,3,1,0
06079012000,6,12,0
06007003501,0.83,1,0
06075026001,1.33,1,0
06085512314,1.17,1,0
06009000210,3.67,2,0
06085512602,0.5,1,0
06017030603,1.67,1,0
06041131100,5,3,0
06061020602,5.67,7,0
06013335000,0.83,1,0
06017031302,2.5,6,0
06107000202,0.33,1,0
06001401400,4.83,66,0
06001422000,1.17,1,0
06069000802,2.5,1,0
06087121700,0.16,1,0
06001426100,4.5,1,0
06001426100,4.17,20,0
06075020700,4.83,75,1
06053012402,2.83,1,0
06097154302,8,34.5,0
06077002202,0.83,1,0
06097151100,2.33,99,1
06097151100,3.83,1,0
06089011900,1.33,1,0
06007003300,4.17,4,0
06085503709,9,8,0
06013355113,0.83,1,0
06057000801,2.83,7,0
06017030804,0.83,1,0
06017031301,2.5,3,0
06061020200,0,2,0
06019005204,2.66,1,0
06045010600,3.17,39,0
06075023300,3.17,1,0
06019008100,1,1,0
06081606500,4.16,1,0
06021010300,1.66,1,0
06029003700,1.84,6,0
06013380000,4.5,247,1
06057000502,1.5,8,0
06013337300,1.66,1,0
06013340002,2.01,10,0
06089011500,0,1,0
06081605600,11.17,9.5,0
06097150607,5.17,1,0
06047002000,4.34,1,0
06053013900,2.84,1,0
06007001500,2,1,0
06081613600,5,1,0
06077005207,0,1,0
06097153703,2.34,13,0
06097153404,0.67,4,0
06081613800,6,1,0
06081601800,1.17,1,0
06013348000,1.83,9,0
06009000400,3.33,2,0
06061021801,0.83,1,0
06029003112,5.16,12,0
06085511800,1.83,1,0
06055201402,2.66,2,0
06085511913,1.51,1,0
06081603300,3.17,1,0
06005000101,5.67,9,0
06013332000,1.16,1,0
06081608700,7.83,1,0
06097154304,2.66,1,0
06017030801,5.33,2,0
06077001101,2.83,8,0
06087123300,2.16,4,0
06079010300,2.83,1,0
06095250106,3.83,1,0
06019006403,0.66,8,0
06085512401,1,9,0
06039000103,2.67,1,0
06077005126,2.84,1,0
06061021801,1.16,1,0
06001435800,6.83,17,0
06009000300,1.84,1,0
06085503327,5.66,20,0
06001407300,2.16,1,0
06061020200,0.5,4,0
06013343002,0.83,1,0
06019006403,0.16,1,0
06029003803,5,37,0
06045011102,2.33,1,0
06085507001,6.83,1,0
06061020200,0.16,3,0
06081606000,4.01,1,0
06011000400,1,3,0
06095252401,1,1,0
06007001704,0.5,1,0
06055201102,2,1,0
06017030602,33.5,35.5,0
06055201102,3.17,1,0
06085508303,5.5,10,0
06085507001,15.33,1,0
06097154302,2.67,7.5,0
06029003204,13.34,1,0
06107000202,0.33,1,0
06081602700,2.17,1,0
06017031900,3.17,5,0
06089012400,2.17,1,0
06061023400,2.67,1,0
06001436100,2,1,0
06019005907,0.67,4,0
06019002702,0.83,1,0
06095252911,1.18,1,0
06077005207,3.51,1,0
06017030804,1.33,2,0
06017030804,0.16,3,0
06077001200,0.5,18,0
06077001200,1.66,8,0
06077001200,1.66,3.5,0
06077001200,1.66,8,0
06001409700,0.33,1,0
06097150610,3.34,1,0
06081601601,1.16,1,0
06107000800,1.16,2,0
06055201102,1.66,1,0
06017031301,5.5,1,0
06109003100,1.5,1,0
06053011000,0.85,1,0
06109001200,2.84,4,0
06007003501,0.85,1,0
06097151309,9.33,1,0
06095251701,4.67,1,0
06087123300,12,1,0
06089012603,2.5,1,0
06057000300,0.51,1,0
06069000802,0.33,1,0
06075047801,0.33,1,0
06077005302,1.17,17,0
06095252705,0.51,1,0
06081605300,1.33,1,0
06001403501,2.83,59,0
06103000400,0.83,1,0
06057000802,0,1,0
06055201401,0.83,1,0
06075021500,0.33,1,0
06057000103,4.17,1,0
06013339002,1.67,1,0
06089012702,0,6,0
06041114100,1,1,0
06079011902,5.83,1,0
06085501200,0.66,1,0
06017030901,1.5,1.5,0
06017030901,1.33,2,0
06017031406,0.17,1,0
06107000202,0.34,1,0
06101050402,0.34,1,0
06081602300,1.67,1,0
06017031402,4,3,0
06097151100,4.17,1,0
06087122400,8.83,1,0
06019006403,0.34,1,0
06019005912,0.5,2,0
06085512314,1.33,1,0
06085512314,1.33,1,0
06033000701,1.67,1,0
06097154302,3.01,1,0
06023000200,1.5,1,0
06085510400,1.84,1,0
06045011800,5.17,171,1
06041129000,1.5,1,0
06097151504,0.5,1,0
06077001200,0.67,8,0
06077001200,0.67,10,0
06061020200,0.34,2,0
06013322000,1.17,1,0
06029003500,0.66,1,0
06023010700,3.99,10.5,0
06085512029,1.66,1,0
06097153703,0.66,1,0
06089011500,0.32,2,0
06085503401,0.82,1,0
06085506601,0.65,1,0
06029003700,5.49,3,0
06057000502,2.33,6,0
06017030804,0.49,2,0
06033001100,1.33,2.5,0
06095252000,2.83,1,0
06019000400,4.67,1,0
06019008200,2.34,1,0
06047001101,4.5,1,0
06041120000,12.33,60,0
06017030804,0,4,0
06113010606,3.16,1,0
06053014302,1.33,1,0
06103000300,0.5,1,0
06043000301,2.17,1,0
06019003103,0.5,1,0
06053011400,7.5,1,0
06033001300,2.66,5,0
06017030602,3.85,1,0
06077001200,0.16,18,0
06057000702,0.84,1,0
06075013000,0.84,83,1
06101051000,0,1,0
06033001300,2.83,1,0
06055201402,0.84,1,0
06085500800,0.51,58,0
06041120000,0.51,1,0
06101050900,9.67,1,0
06019005912,0.34,3,0
06097153002,0.67,1,0
06097153600,0,4,0
06017030602,2.33,12,0
06047000504,0.83,1,0
06033000900,2.17,1,0
06107000202,0.5,1,0
06077000700,1.84,1,0
06081605600,21.67,1,0
06075030101,1.67,1,0
06087122400,7.5,1,0
06047001002,0.5,1,0
06085507805,6.83,123,1
06019002100,1.67,1,0
06001407000,1.67,1,0
06097153600,0.17,16,0
06085509600,12,8.5,0
06013355301,0.84,1,0
06087120600,4,96,1
06077003213,3,1,0
06081609601,2.17,1,0
06047002402,1.33,1,0
06089012603,21.66,34,0
06089012603,1,14,0
06089012604,1,6,0
06055201700,6.5,46,0
06019005907,0,2,0
06055201102,2.16,1,0
06039000103,1.83,4,0
06087120301,2.33,3,0
06001444200,4.66,1,0
06085504102,0.66,1,0
06087120200,5,1,0
06083002808,2.33,1,0
06061021304,1.66,7,0
06087120302,8.49,1,0
06013335000,0.66,1,0
06001423700,1,1,0
06045010500,1.34,1,0
06017030804,0.16,1,0
06019006403,2.17,1,0
06001401000,1.5,1,0
06019000600,2.34,1,0
06079010602,3.83,1,0
06023000500,1.01,1,0
06023000100,1.5,1,0
06085503713,4.67,1,0
06029001802,0.5,1,0
06077005308,0.5,1,0
06085506402,1.17,1,0
06089012604,0,1,0
06097151000,2.83,1,0
06019003202,2.66,1,0
06077001400,1.33,1,0
06001426200,1.33,1,0
06081601601,1.33,1,0
06079012702,1.33,1,0
06075022704,0.16,1,0
06019007300,3.16,4,0
06047001602,0.84,1,0
06019006202,3.33,1,0
06019003302,0,1,0
06097153801,1.16,1,0
06097153801,14.83,15,0
06085503510,0.67,1,0
06079010204,4.83,1,0
06001426100,0,1,0
06041114200,48.66,1,0
06077005501,9.17,1,0
06041113000,0.83,1,0
06095251802,1,5,0
06019007400,1.33,1,0
06013334200,9,1,0
06041127000,0.67,1,0
06079011103,3.33,1,0
06019005912,0.5,1,0
06017030804,0.33,1,0
06085506501,3.17,57,0
06081610602,0.5,1,0
06013380000,0.16,1,0
06001410000,1.82,1,0
06013301000,1.15,1,0
06043000400,1.15,1,0
06061020200,2.5,1,0
06061020200,0,2,0
06007002000,0.5,1,0
06047000504,0.34,1,0
06089011500,0.17,5,0
06081611400,5.84,2,0
06017031406,2.83,3,0
06013379000,1.68,1,0
06041121100,1.17,1,0
06075010700,0.33,1,0
06045011102,1,1,0
06019005912,0.66,4,0
06097154302,2.66,1,0
06029003809,0.83,1,0
06017031406,2.49,1,0
06039000103,1.67,1,0
06095252314,1.35,1,0
06053010202,0.5,1,0
06001450741,1.67,1,0
06031001601,5.67,1.5,0
06087121700,0.17,1,0
06089012701,0.68,1,0
06061021322,1.67,1,0
06013380000,3.17,1,0
06007001100,1.17,1,0
06029001202,1.5,1,0
06079010300,0.67,28,0
06081603100,1.5,1,0
06039000508,2.5,1,0
06013320004,0.67,1,0
06055201003,1.67,1.5,0
06081605200,1.67,1,0
06001432100,0.67,1,0
06005000402,2.84,1,0
06081602300,2.33,1,0
06087120301,15.5,14,0
06087120700,0.34,1,0
06075035201,1.5,1,0
06097151502,0.84,1,0
06079010300,5,1,0
06029003803,0.69,1,0
06001405401,2.34,1,0
06047002000,4.16,18,0
06079010300,11.49,28.5,0
06043000301,0.83,2,0
06075020700,0.16,1,0
06087120200,22.99,1,0
06079010300,0.33,1,0
06007000104,1.83,1,0
06019005510,1.99,1,0
06101050504,0.83,1,0
06061021322,23.16,5.5,0
06085511911,1,1,0
06113011400,1.83,1,0
06053011400,3.83,1,0
06001433102,1,1,0
06097150306,10,9,0
06113011400,1.83,6,0
06047002402,7,1,0
06079010300,0.16,1,0
06045010600,0.83,1,0
06067009800,0,1,0
06067009800,0,2,0
06067009800,0,2,0
06067009800,0,1,0
06067009800,0,1,0
06067009800,0,1,0
06081603300,3,1,0
06077005208,1,1,0
06087120200,0,1,0
06067009800,0,2,0
06067009800,4,14,0
06067009800,0,1,0
06067009800,0,1,0
06067009800,0,2,0
06007001600,11.67,1,0
06113011400,1.65,10.5,0
06113010312,0.48,1,0
06081605100,24.48,1,0
06097153502,2.33,1,0
06085506703,3.33,1,0
06019006501,2,1,0
06077003602,2,1,0
06005000401,0.83,1,0
06079011300,0.83,1,0
06017030804,12.33,1994,1
06085502901,1,1,0
06087120900,3.67,40.5,0
06087120900,0.5,1,0
06087120900,0.5,23,0
06087120900,0.5,1,0
06087120900,0.5,1,0
06087120900,0.5,1,0
06087120900,0.5,3,0
06087120900,0.5,1,0
06013345101,1.67,1,0
06087122201,3.16,1,0
06029006403,0.83,1,0
06087120900,0.33,7,0
06113011400,0.66,1,0
06087120900,0.33,1,0
06045010500,0.66,1,0
06029004401,1.83,1,0
06087120900,0.33,1,0
06097150702,0.83,1,0
06013366001,4.16,1,0
06087120900,0.16,1,0
06053001300,2.33,1,0
06085502202,0.33,1,0
06087120900,0.16,1,0
06085506606,0.66,1,0
06047001700,0.33,1,0
06001422800,2.5,1,0
06089011900,0.5,1,0
06075023001,0.5,1,0
06001435900,0.84,1,0
06019006404,9.18,2,0
06023001200,0.17,1,0
06053011101,0.5,1,0
06001401700,1.67,15,0
06029000903,1.01,1,0
06079010300,0.17,38,0
06085511909,6.67,1,0
06021010300,1.34,1,0
06087110400,0.33,1,0
06013314200,1.67,1,0
06017030803,0,1,0
06005000402,1,1,0
06095252305,9.67,7,0
06101050501,1.33,1,0
06087123300,0.17,1,0
06023010200,4.67,1,0
06001408300,1.67,1,0
06029002900,1.17,1,0
06079010300,0,1,0
06079010300,0,1,0
06079010300,0,1,0
06079010300,0,28,0
06001440306,1.67,1,0
06019006404,2.33,1,0
06013385100,1.33,1,0
06081608700,0.34,1,0
06081605300,1.33,1,0
06019005801,1,1,0
06079010300,0,1,0
06017030810,0.67,728,1
06085503902,0.5,1,0
06033000702,1.66,1,0
06085503510,1.83,1,0
06001451101,3.16,4,0
06009000210,2.17,1,0
06085502601,0.33,1,0
06029006201,0.67,94,1
06079011103,0.33,1,0
06079010300,2.16,49,0
06053011202,2.49,1,0
06061021403,1.83,1,0
06001409700,1.33,1,0
06113011400,1.5,1,0
06017031406,2.5,1,0
06075020700,0.67,1,0
06001435800,1,1,0
06085506605,0,1,0
06001407400,2.16,1,0
06017031405,4.16,1,0
06031000100,1.16,1,0
06017030810,0,728,1
06097153801,10.33,1,0
06055201403,2.5,1,0
06075042700,1.67,1,0
06081602300,1,1,0
06013348000,1.67,1,0
06057000701,0,1,0
06057000701,0,13,0
06017030704,3.5,1,0
06057000701,3.16,1,0
06085506501,0.5,7.5,0
06075025402,1,1,0
06057000701,3.16,13,0
06079010707,0.33,1,0
06103001000,0.34,1,0
06081601100,1.67,17,0
06029005201,2,1,0
06017031302,1.67,1,0
06075035400,0.33,1,0
06089012302,1.17,1,0
06085502201,1.33,28,0
06085506604,3.83,1,0
06077004305,2.99,1,0
06081605600,0.99,17,0
06085502902,0.33,1,0
06087122400,0.16,1,0
06077000100,0.83,1,0
06075035100,1.5,1,0
06085506501,5.66,56,0
06001410400,1.34,1,0
06019002400,1,1,0
06097150500,1.83,1.5,0
06087122400,3.16,73,1
06097154100,2.66,1,0
06013322000,0.83,1,0
06019006404,5.84,1,0
06113011002,0.5,1,0
06081609603,0.84,1,0
06077005110,5.17,4,0
06013379000,2.33,1,0
06013356002,2.17,1,0
06041114100,0.17,1,0
06087121000,2.34,1,0
06075045200,8.66,57,0
06029000101,1.33,1,0
06081602700,0.34,1,0
06061021501,7.33,1,0
06085507500,0,1217,1
06045011200,1.66,1,0
06085507401,0.33,1372,1
06085507401,2.5,4353,1
06085507600,0,1,0
06085507500,0,1,0
06085507500,0,1,0
06085507600,0,137,1
06085507500,2.33,49,0
06085507500,0,47,0
06085507600,0,1,0
06085507500,0,1,0
06085507600,0,1,0
06085507401,0,139,1
06085507401,0.5,2139,1
06085507600,0,31,0
06085507600,0,1,0
06085507500,0,1,0
06085507600,0,1,0
06085507600,0,1,0
06085507500,0,44,0
06085507001,2.17,1,0
06085507401,0.33,1739,1
06085507401,2.17,7,0
06085507302,2.33,1,0
06075013102,0.33,1,0
06077005110,1.67,18.5,0
06081610500,0.5,1,0
06001408400,0,1,0
06041133000,2.17,52,0
06079011600,0.67,1,0
06075045200,8.67,54,0
06075045200,8.67,19,0
06097152600,0.16,1,0
06097152600,0.16,1,0
06097152600,0.16,1,0
06055201900,0.16,1,0
06055201900,0.16,1,0
06055201900,0.16,1,0
06097152600,0.16,16,0
06055201900,0.16,1,0
06055201900,0.16,18,0
06097152600,0.16,1,0
06055201900,0.16,3,0
06097154100,0.16,11,0
06097153807,0.16,1,0
06097154100,0.16,1,0
06097152600,0.16,1,0
06097152600,0.16,1,0
06097153807,0.16,1,0
06055202000,0.5,188,1
06097152600,0.16,1,0
06097152600,0.16,1,0
06097152600,0,21,0
06097152600,0,1,0
06097152600,0,13,0
06055201900,0,1,0
06097152600,0,1,0
06097152600,0,1,0
06055201900,0,1,0
06055201900,0,1,0
06087121200,11.83,1,0
06097152600,0,1,0
06097154100,6,69,1
06013363000,5.33,206,1
06013363000,5.83,1,0
06019003201,5.16,36,0
06013302006,4.17,6,0
06075015801,5.67,118,1
06019003201,5,1,0
06075015801,0,1,0
06085506900,0.33,1,0
06057000701,1.67,11,0
06113010800,0,19,0
06011000100,2.66,7,0
06029000101,2.33,24,0
06029000101,11,11,0
06045011102,9.34,1.5,0
06045011102,2.83,1,0
06095252317,0.33,17,0
06085503122,0.17,1,0
06013364002,2.5,1,0
06001408800,11.5,0.5,0
06013364002,2.17,13,0
06013364002,2.17,1,0
06081604101,0,25,0
06081607200,8.66,16,0
06023010200,1.51,7,0
06081602300,0.5,1,0
06077003106,9.01,18,0
06075017700,1.16,21,0
06081604101,0.66,25,0
06001450501,1.49,1,0
06045010600,9.67,1,0
06085512033,1,1,0
06085512032,0.67,5,0
06083002009,5.5,1,0
06085512033,1.33,5,0
06097152801,1.5,1,0
06013373000,1.83,17,0
06017030803,9.17,4,0
06013359102,0.33,1,0
06057000701,3.17,1,0
06097153600,1.34,1,0
06031001601,5.5,67.5,1
06083002708,32.5,51,0
06029000507,0.33,2,0
06007003300,9.83,3,0
06089012603,8.84,2,0
06007002300,6.33,25,0
06075017700,0,1,0
06055200400,0,5,0
06013346102,2.33,1,0
06085506900,2.51,1,0
06099003300,2.83,1,0
06083001905,2.83,1,0
